<p>
BTHO0397-00000004	신경학	신경학/NNG
BTHO0397-00056192	환자들에서보다	환자/NNG + 들/XSN + 에서/JKB + 보다/JKB
BTHO0397-00056193	사고가	사고/NNG + 가/JKS
BTHO0397-00056194	더	더/MAG
BTHO0397-00056195	빈번하다.	빈번/XR + 하/XSA + 다/EF + ./SF
</p>
<p>
BTHO0397-00056196	야간	야간/NNG
BTHO0397-00056197	수면은	수면/NNG + 은/JX
BTHO0397-00056198	흔히	흔히/MAG
BTHO0397-00056199	장애가	장애/NNG + 가/JKS
BTHO0397-00056200	있고	있/VV + 고/EC
BTHO0397-00056201	수면량도	수면/NNG + 량/NNG + 도/JX
BTHO0397-00056202	감소한다.	감소/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056203	하루	하루/NNG
BTHO0397-00056204	24시간중의	24/SN + 시간/NNB + 중/NNB + 의/JKG
BTHO0397-00056205	수면	수면/NNG
BTHO0397-00056206	시간은	시간/NNG + 은/JX
BTHO0397-00056207	발작성	발작/NNG + 성/XSN
BTHO0397-00056208	수면	수면/NNG
BTHO0397-00056209	환자가	환자/NNG + 가/JKS
BTHO0397-00056210	정상인보다	정상인/NNG + 보다/JKB
BTHO0397-00056211	더	더/MAG
BTHO0397-00056212	많은	많/VA + 은/ETM
BTHO0397-00056213	것은	것/NNB + 은/JX
BTHO0397-00056214	아니다.	아니/VCN + 다/EF + ./SF
</p>
<p>
BTHO0397-00056215	일반적으로	일반/NNG + 적/XSN + 으로/JKB
BTHO0397-00056216	수면	수면/NNG
BTHO0397-00056217	무호흡증	무/XPN + 호흡증/NNG
BTHO0397-00056218	및	및/MAG
BTHO0397-00056219	주기적	주기/NNG + 적/XSN
BTHO0397-00056220	다리	다리/NNG
BTHO0397-00056221	및	및/MAG
BTHO0397-00056222	몸통	몸통/NNG
BTHO0397-00056223	운동증의	운동증/NNG + 의/JKG
BTHO0397-00056224	발생	발생/NNG
BTHO0397-00056225	빈도는	빈도/NNG + 는/JX
BTHO0397-00056226	증가하지만,	증가/NNG + 하/XSV + 지만/EC + ,/SP
BTHO0397-00056227	그러나	그러나/MAJ
BTHO0397-00056228	몽유병	몽유병/NNG
BTHO0397-00056229	(somnambulism)의	(/SS + somnambulism/SL + )/SS + 의/JKG
BTHO0397-00056230	발생은	발생/NNG + 은/JX
BTHO0397-00056231	증가하지	증가/NNG + 하/XSV + 지/EC
BTHO0397-00056232	않는다.	않/VX + 는다/EF + ./SF
</p>
<p>
BTHO0397-00056233	발작성	발작/NNG + 성/XSN
BTHO0397-00056234	수면	수면/NNG
BTHO0397-00056235	환자들의	환자/NNG + 들/XSN + 의/JKG
BTHO0397-00056236	약	약/MM
BTHO0397-00056237	70%는	70/SN + %/SW + 는/JX
BTHO0397-00056238	탈력	탈력/NNG
BTHO0397-00056239	발작이	발작/NNG + 이/JKS
BTHO0397-00056240	문제가	문제/NNG + 가/JKC
BTHO0397-00056241	되어	되/VV + 어/EC
BTHO0397-00056242	의사를	의사/NNG + 를/JKO
BTHO0397-00056243	찾지만,	찾/VV + 지만/EC + ,/SP
BTHO0397-00056244	나머지의	나머지/NNG + 의/JKG
BTHO0397-00056245	약	약/MM
BTHO0397-00056246	절반에서는	절반/NNG + 에서/JKB + 는/JX
BTHO0397-00056247	흔히	흔히/MAG
BTHO0397-00056248	나이	나이/NNG
BTHO0397-00056249	많은	많/VA + 은/ETM
BTHO0397-00056250	노년기에	노년기/NNG + 에/JKB
BTHO0397-00056251	발생한다.	발생/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056252	탈력	탈력/NNG
BTHO0397-00056253	발작이란	발작/NNG + 이란/JX
BTHO0397-00056254	심한	심하/VA + ᆫ/ETM
BTHO0397-00056255	감정	감정/NNG
BTHO0397-00056256	변화로	변화/NNG + 로/JKB
BTHO0397-00056257	인해	인하/VV + 아/EC
BTHO0397-00056258	근	근/NNG
BTHO0397-00056259	긴장성	긴장/NNG + 성/XSN
BTHO0397-00056260	(muscle	(/SS + muscle/SL
BTHO0397-00056261	tone)	tone/SL + )/SS
BTHO0397-00056262	소실이	소실/NNG + 이/JKS
BTHO0397-00056263	갑작스럽게	갑작스럽/VA + 게/EC
BTHO0397-00056264	일어나는	일어나/VV + 는/ETM
BTHO0397-00056265	상태를	상태/NNG + 를/JKO
BTHO0397-00056266	말한다.	말/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056267	즉	즉/MAG
BTHO0397-00056268	격한	격/XR + 하/XSV + ᆫ/ETM
BTHO0397-00056269	웃음이나	웃음/NNG + 이나/JC
BTHO0397-00056270	혹은	혹은/MAG
BTHO0397-00056271	드물게	드물/VA + 게/EC
BTHO0397-00056272	흥분	흥분/NNG
BTHO0397-00056273	상태,	상태/NNG + ,/SP
BTHO0397-00056274	놀람,	놀람/NNG + ,/SP
BTHO0397-00056275	분노	분노/NNG
BTHO0397-00056276	혹은	혹은/MAG
BTHO0397-00056277	심한	심하/VA + ᆫ/ETM
BTHO0397-00056278	육체적	육체/NNG + 적/XSN
BTHO0397-00056279	활동의	활동/NNG + 의/JKG
BTHO0397-00056280	환경에서	환경/NNG + 에서/JKB
BTHO0397-00056281	환자의	환자/NNG + 의/JKG
BTHO0397-00056282	머리가	머리/NNG + 가/JKS
BTHO0397-00056283	앞으로	앞/NNG + 으로/JKB
BTHO0397-00056284	떨어지고,	떨어지/VV + 고/EC + ,/SP
BTHO0397-00056285	턱이	턱/NNG + 이/JKS
BTHO0397-00056286	쳐지며,	쳐지/VV + 며/EC + ,/SP
BTHO0397-00056287	무릎이	무릎/NNG + 이/JKS
BTHO0397-00056288	휘게	휘/VV + 게/EC
BTHO0397-00056289	되고,	되/VV + 고/EC + ,/SP
BTHO0397-00056290	심지어는	심지어/MAG + 는/JX
BTHO0397-00056291	바닥으로	바닥/NNG + 으로/JKB
BTHO0397-00056292	맥이	맥/NNG + 이/JKS
BTHO0397-00056293	풀려	풀리/VV + 어/EC
BTHO0397-00056294	가라앉는	가라앉/VV + 는/ETM
BTHO0397-00056295	상태가	상태/NNG + 가/JKC
BTHO0397-00056296	되지만,	되/VV + 지만/EC + ,/SP
BTHO0397-00056297	의식은	의식/NNG + 은/JX
BTHO0397-00056298	보존이	보존/NNG + 이/JKC
BTHO0397-00056299	되어	되/VV + 어/EC
BTHO0397-00056300	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0397-00056301	대부분의	대부분/NNG + 의/JKG
BTHO0397-00056302	탈력	탈력/NNG
BTHO0397-00056303	발작은	발작/NNG + 은/JX
BTHO0397-00056304	부분성이다.	부분/NNG + 성/XSN + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0397-00056305	발작동안	발작/NNG + 동안/NNG
BTHO0397-00056306	건	것/NNB + ᆫ/JX
BTHO0397-00056307	반사가	반사/NNG + 가/JKS
BTHO0397-00056308	없거나	없/VA + 거나/EC
BTHO0397-00056309	동공	동공/NNG
BTHO0397-00056310	반사	반사/NNG
BTHO0397-00056311	및	및/MAG
BTHO0397-00056312	H	H/SL
BTHO0397-00056313	반응	반응/NNG
BTHO0397-00056314	소실을	소실/NNG + 을/JKO
BTHO0397-00056315	보고한	보고/NNG + 하/XSV + ᆫ/ETM
BTHO0397-00056316	경우도	경우/NNG + 도/JX
BTHO0397-00056317	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00056318	수면	수면/NNG
BTHO0397-00056319	마비와	마비/NNG + 와/JC
BTHO0397-00056320	입면	입면/NNG
BTHO0397-00056321	환각은	환각/NNG + 은/JX
BTHO0397-00056322	약	약/MM
BTHO0397-00056323	반수의	반수/NNG + 의/JKG
BTHO0397-00056324	환자들에서	환자/NNG + 들/XSN + 에서/JKB
BTHO0397-00056325	함께	함께/MAG
BTHO0397-00056326	발생하지만,	발생/NNG + 하/XSV + 지만/EC + ,/SP
BTHO0397-00056327	그	그/MM
BTHO0397-00056328	빈도는	빈도/NNG + 는/JX
BTHO0397-00056329	다양하다.	다양/NNG + 하/XSA + 다/EF + ./SF
</p>
<p>
BTHO0397-00056330	수면	수면/NNG
BTHO0397-00056331	마비는	마비/NNG + 는/JX
BTHO0397-00056332	17～80%에서	17/SN + ～/SO + 80/SN + %/SW + 에서/JKB
BTHO0397-00056333	보고되며,	보고/NNG + 되/XSV + 며/EC + ,/SP
BTHO0397-00056334	환각은	환각/NNG + 은/JX
BTHO0397-00056335	발작성	발작/NNG + 성/XSN
BTHO0397-00056336	수면	수면/NNG
BTHO0397-00056337	환자의	환자/NNG + 의/JKG
BTHO0397-00056338	15～66%에서	15/SN + ～/SO + 66/SN + %/SW + 에서/JKB
BTHO0397-00056339	일어난다는	일어나/VV + ᆫ다는/ETM
BTHO0397-00056340	보고들이	보고/NNG + 들/XSN + 이/JKS
BTHO0397-00056341	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00056342	그러나	그러나/MAJ
BTHO0397-00056343	수면	수면/NNG
BTHO0397-00056344	마비와	마비/NNG + 와/JC
BTHO0397-00056345	입면	입면/NNG
BTHO0397-00056346	환각은	환각/NNG + 은/JX
BTHO0397-00056347	정상인들에서도	정상인/NNG + 들/XSN + 에서/JKB + 도/JX
BTHO0397-00056348	간혹	간혹/MAG
BTHO0397-00056349	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00056350	발작성	발작/NNG + 성/XSN
BTHO0397-00056351	수면의	수면/NNG + 의/JKG
BTHO0397-00056352	원인은	원인/NNG + 은/JX
BTHO0397-00056353	모른다.	모르/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056354	또한	또한/MAG
BTHO0397-00056355	간질이나	간질/NNG + 이나/JC
BTHO0397-00056356	편두통과는	편두통/NNG + 과/JKB + 는/JX
BTHO0397-00056357	아무런	아무런/MM
BTHO0397-00056358	관련이	관련/NNG + 이/JKS
BTHO0397-00056359	없다.	없/VA + 다/EF + ./SF
</p>
<p>
BTHO0397-00056360	드물게는	드물/VA + 게/EC + 는/JX
BTHO0397-00056361	발작성	발작/NNG + 성/XSN
BTHO0397-00056362	수면-탈력	수면/NNG + -/SS + 탈력/NNG
BTHO0397-00056363	발작	발작/NNG
BTHO0397-00056364	증후군이	증후군/NNG + 이/JKS
BTHO0397-00056365	두부외상	두부/NNG + 외상/NNG
BTHO0397-00056366	이후에	이후/NNG + 에/JKB
BTHO0397-00056367	발생하거나	발생/NNG + 하/XSV + 거나/EC
BTHO0397-00056368	또는	또는/MAG
BTHO0397-00056369	다발성	다발/NNG + 성/XSN
BTHO0397-00056370	경화증,	경화증/NNG + ,/SP
BTHO0397-00056371	두개인두종	두개/NNG + 인두/NNG + 종/NNG
BTHO0397-00056372	혹은	혹은/MAG
BTHO0397-00056373	기타	기타/NNG
BTHO0397-00056374	제	제/XPN
BTHO0397-00056375	3	3/SN
BTHO0397-00056376	뇌실이나	뇌실/NNG + 이나/JC
BTHO0397-00056377	뇌간에서의	뇌간/NNG + 에서/JKB + 의/JKG
BTHO0397-00056378	종양	종양/NNG
BTHO0397-00056379	그리고	그리고/MAJ
BTHO0397-00056380	시상하부의	시상/NNG + 하부/NNG + 의/JKG
BTHO0397-00056381	유육종성	유육종/NNG + 성/XSN
BTHO0397-00056382	육아종에	육아종/NNG + 에/JKB
BTHO0397-00056383	동반되어	동반/NNG + 되/XSV + 어/EC
BTHO0397-00056384	일어날	일어나/VV + ᆯ/ETM
BTHO0397-00056385	수	수/NNB
BTHO0397-00056386	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00056387	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00056388	상태를	상태/NNG + 를/JKO
BTHO0397-00056389	흔히	흔히/MAG
BTHO0397-00056390	일차성과	일차/NNG + 성/XSN + 과/JKB
BTHO0397-00056391	구분해서	구분/NNG + 하/XSV + 아서/EC
BTHO0397-00056392	이차성	이차/NNG + 성/XSN
BTHO0397-00056393	혹은	혹은/MAG
BTHO0397-00056394	증후성	증후/NNG + 성/XSN
BTHO0397-00056395	발작성	발작/NNG + 성/XSN
BTHO0397-00056396	수면	수면/NNG
BTHO0397-00056397	(secondary	(/SS + secondary/SL
BTHO0397-00056398	or	or/SL
BTHO0397-00056399	symptomatic	symptomatic/SL
BTHO0397-00056400	narcolepsy)이라고	narcolepsy/SL + )/SS + 이/VCP + 라고/EC
BTHO0397-00056401	부른다.	부르/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056402	발작성	발작/NNG + 성/XSN
BTHO0397-00056403	수면의	수면/NNG + 의/JKG
BTHO0397-00056404	병리생리학적인	병리/NNG + 생리학/NNG + 적/XSN + 이/VCP + ᆫ/ETM
BTHO0397-00056405	면에서	면/NNG + 에서/JKB
BTHO0397-00056406	수면	수면/NNG
BTHO0397-00056407	시작	시작/NNG
BTHO0397-00056408	혹은	혹은/MAG
BTHO0397-00056409	수면	수면/NNG
BTHO0397-00056410	15분	15/SN + 분/NNB
BTHO0397-00056411	이내에	이내/NNG + 에/JKB
BTHO0397-00056412	신속	신속/NNG
BTHO0397-00056413	안구운동	안구/NNG + 운동/NNG
BTHO0397-00056414	수면	수면/NNG
BTHO0397-00056415	(REM	(/SS + REM/SL
BTHO0397-00056416	sleep)이	sleep/SL + )/SS + 이/JKS
BTHO0397-00056417	일어나는	일어나/VV + 는/ETM
BTHO0397-00056418	것을	것/NNB + 을/JKO
BTHO0397-00056419	특징으로	특징/NNG + 으로/JKB
BTHO0397-00056420	여긴다.	여기/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056421	그래서	그래서/MAJ
BTHO0397-00056422	1960년대에는	1960/SN + 년대/NNB + 에/JKB + 는/JX
BTHO0397-00056423	'수면	'/SS + 수면/NNG
BTHO0397-00056424	시작	시작/NNG
BTHO0397-00056425	신속안구운동	신속/NNG + 안구/NNG + 운동/NNG
BTHO0397-00056426	(sleep-onset	(/SS + sleep/SL + -/SS + onset/SL
BTHO0397-00056427	REM;	REM/SL + ;/SP
BTHO0397-00056428	SOREM)'이라고	SOREM/SL + )/SS + '/SS + 이라고/JKQ
BTHO0397-00056429	불렀다.	부르/VV + 었/EP + 다/EF + ./SF
</p>
<p>
BTHO0397-00056430	그러나	그러나/MAJ
BTHO0397-00056431	발작성	발작/NNG + 성/XSN
BTHO0397-00056432	수면의	수면/NNG + 의/JKG
BTHO0397-00056433	병리생리는	병리/NNG + 생리/NNG + 는/JX
BTHO0397-00056434	신속안구운동	신속/NNG + 안구/NNG + 운동/NNG
BTHO0397-00056435	수면	수면/NNG
BTHO0397-00056436	(REM	(/SS + REM/SL
BTHO0397-00056437	sleep)에	sleep/SL + )/SS + 에/JKB
BTHO0397-00056438	국한된	국한/NNG + 되/XSV + ᆫ/ETM
BTHO0397-00056439	것은	것/NNB + 은/JX
BTHO0397-00056440	아니다.	아니/VCN + 다/EF + ./SF
</p>
<p>
BTHO0397-00056441	또한	또한/MAG
BTHO0397-00056442	비신속안구운동	비/XPN + 신속/NNG + 안구/NNG + 운동/NNG
BTHO0397-00056443	수면	수면/NNG
BTHO0397-00056444	(NREM	(/SS + NREM/SL
BTHO0397-00056445	sleep)의	sleep/SL + )/SS + 의/JKG
BTHO0397-00056446	잠재기	잠재기/NNG
BTHO0397-00056447	(latency)가	(/SS + latency/SL + )/SS + 가/JKS
BTHO0397-00056448	짧으며,	짧/VA + 으며/EC + ,/SP
BTHO0397-00056449	수면은	수면/NNG + 은/JX
BTHO0397-00056450	흔히	흔히/MAG
BTHO0397-00056451	과도	과도/NNG
BTHO0397-00056452	운동성	운동/NNG + 성/XSN
BTHO0397-00056453	활동과	활동/NNG + 과/JC
BTHO0397-00056454	빈번한	빈번/XR + 하/XSA + ᆫ/ETM
BTHO0397-00056455	각성	각성/NNG
BTHO0397-00056456	때문에	때문/NNB + 에/JKB
BTHO0397-00056457	중단이	중단/NNG + 이/JKC
BTHO0397-00056458	된다.	되/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056459	그래서	그래서/MAJ
BTHO0397-00056460	REM	REM/SL
BTHO0397-00056461	및	및/MAG
BTHO0397-00056462	NREM	NREM/SL
BTHO0397-00056463	수면의	수면/NNG + 의/JKG
BTHO0397-00056464	양상들이	양상/NNG + 들/XSN + 이/JKS
BTHO0397-00056465	흔히	흔히/MAG
BTHO0397-00056466	짧은	짧/VA + 은/ETM
BTHO0397-00056467	기간	기간/NNG
BTHO0397-00056468	동안	동안/NNG
BTHO0397-00056469	혼합되어	혼합/NNG + 되/XSV + 어/EC
BTHO0397-00056470	있는	있/VX + 는/ETM
BTHO0397-00056471	상태라고	상태/NNG + 이/VCP + 라고/EC
BTHO0397-00056472	하여	하/VV + 아/EC
BTHO0397-00056473	'애매한	'/SS + 애매/XR + 하/XSA + ᆫ/ETM
BTHO0397-00056474	수면	수면/NNG
BTHO0397-00056475	(ambiguous	(/SS + ambiguous/SL
BTHO0397-00056476	sleep)'이라고	sleep/SL + )/SS + '/SS + 이라고/JKQ
BTHO0397-00056477	부른다.	부르/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056478	결국	결국/NNG
BTHO0397-00056479	수면은	수면/NNG + 은/JX
BTHO0397-00056480	밤	밤/NNG
BTHO0397-00056481	시간에	시간/NNG + 에/JKB
BTHO0397-00056482	국한된	국한/NNG + 되/XSV + ᆫ/ETM
BTHO0397-00056483	것만이	것/NNB + 만/JX + 이/JKC
BTHO0397-00056484	아니라	아니/VCN + 라/EC
BTHO0397-00056485	낮	낮/NNG
BTHO0397-00056486	시간에도	시간/NNG + 에/JKB + 도/JX
BTHO0397-00056487	일어나며,	일어나/VV + 며/EC + ,/SP
BTHO0397-00056488	주간	주간/NNG
BTHO0397-00056489	'수면	'/SS + 수면/NNG
BTHO0397-00056490	발작	발작/NNG
BTHO0397-00056491	(sleep	(/SS + sleep/SL
BTHO0397-00056492	attack)'이	attack/SL + )/SS + '/SS + 이/JKS
BTHO0397-00056493	REM	REM/SL
BTHO0397-00056494	혹은	혹은/MAG
BTHO0397-00056495	NREM	NREM/SL
BTHO0397-00056496	수면의	수면/NNG + 의/JKG
BTHO0397-00056497	양상을	양상/NNG + 을/JKO
BTHO0397-00056498	함께	함께/MAG
BTHO0397-00056499	동반하게	동반/NNG + 하/XSV + 게/EC
BTHO0397-00056500	될	되/VV + ᆯ/ETM
BTHO0397-00056501	수도	수/NNB + 도/JX
BTHO0397-00056502	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00056503	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0397-00056504	이유로	이유/NNG + 로/JKB
BTHO0397-00056505	발작성	발작/NNG + 성/XSN
BTHO0397-00056506	수면이란	수면/NNG + 이란/JX
BTHO0397-00056507	경계선	경계선/NNG
BTHO0397-00056508	조절	조절/NNG
BTHO0397-00056509	장애라고도	장애/NNG + 이/VCP + 라고/EC + 도/JX
BTHO0397-00056510	설명될	설명/NNG + 되/XSV + ᆯ/ETM
BTHO0397-00056511	수	수/NNB
BTHO0397-00056512	있다.	있/VV + 다/EF + ./SF
</p>
<p>
BTHO0397-00056513	수면의	수면/NNG + 의/JKG
BTHO0397-00056514	두	두/MM
BTHO0397-00056515	가지	가지/NNB
BTHO0397-00056516	상태가	상태/NNG + 가/JKS
BTHO0397-00056517	반전하는	반전/NNG + 하/XSV + 는/ETM
BTHO0397-00056518	상태에서,	상태/NNG + 에서/JKB + ,/SP
BTHO0397-00056519	특히	특히/MAG
BTHO0397-00056520	수면	수면/NNG
BTHO0397-00056521	발작에서는	발작/NNG + 에서/JKB + 는/JX
BTHO0397-00056522	NREM	NREM/SL
BTHO0397-00056523	수면보다는	수면/NNG + 보다/JKB + 는/JX
BTHO0397-00056524	REM	REM/SL
BTHO0397-00056525	수면에서	수면/NNG + 에서/JKB
BTHO0397-00056526	시작이	시작/NNG + 이/JKS
BTHO0397-00056527	일어난다.	일어나/VV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056528	또한	또한/MAG
BTHO0397-00056529	입면	입면/NNG
BTHO0397-00056530	환각,	환각/NNG + ,/SP
BTHO0397-00056531	탈력	탈력/NNG
BTHO0397-00056532	발작	발작/NNG
BTHO0397-00056533	및	및/MAG
BTHO0397-00056534	수면-시작	수면/NNG + -/SS + 시작/NNG
BTHO0397-00056535	마비	마비/NNG
BTHO0397-00056536	(sleep-onset	(/SS + sleep/SL + -/SS + onset/SL
BTHO0397-00056537	paralysis)는	paralysis/SL + )/SS + 는/JX
BTHO0397-00056538	모두	모두/MAG
BTHO0397-00056539	REM	REM/SL
BTHO0397-00056540	기간과	기간/NNG + 과/JKB
BTHO0397-00056541	결부되는	결부/NNG + 되/XSV + 는/ETM
BTHO0397-00056542	상태임이	상태/NNG + 이/VCP + ᄆ/ETN + 이/JKS
BTHO0397-00056543	확인되었다.	확인/NNG + 되/XSV + 었/EP + 다/EF + ./SF
</p>
<p>
BTHO0397-00056544	더욱이	더욱이/MAG
BTHO0397-00056545	발작성	발작/NNG + 성/XSN
BTHO0397-00056546	수면-탈력	수면/NNG + -/SS + 탈력/NNG
BTHO0397-00056547	발작의	발작/NNG + 의/JKG
BTHO0397-00056548	환자들에서	환자/NNG + 들/XSN + 에서/JKB
BTHO0397-00056549	야간	야간/NNG
BTHO0397-00056550	수면	수면/NNG
BTHO0397-00056551	양상도	양상/NNG + 도/JX
BTHO0397-00056552	역시	역시/MAG
BTHO0397-00056553	REM	REM/SL
BTHO0397-00056554	기간에	기간/NNG + 에/JKB
BTHO0397-00056555	시작될	시작/NNG + 되/XSV + ᆯ/ETM
BTHO0397-00056556	수	수/NNB
BTHO0397-00056557	있으며,	있/VV + 으며/EC + ,/SP
BTHO0397-00056558	야간	야간/NNG
BTHO0397-00056559	수면	수면/NNG
BTHO0397-00056560	양상의	양상/NNG + 의/JKG
BTHO0397-00056561	변동으로	변동/NNG + 으로/JKB
BTHO0397-00056562	자주	자주/MAG
BTHO0397-00056563	몸을	몸/NNG + 을/JKO
BTHO0397-00056564	움직이게	움직이/VV + 게/EC
BTHO0397-00056565	되며,	되/VV + 며/EC + ,/SP
BTHO0397-00056566	잠시	잠시/MAG
BTHO0397-00056567	잠을	잠/NNG + 을/JKO
BTHO0397-00056568	깨는	깨/VV + 는/ETM
BTHO0397-00056569	수도	수/NNB + 도/JX
BTHO0397-00056570	있고,	있/VV + 고/EC + ,/SP
BTHO0397-00056571	전체	전체/NNG
BTHO0397-00056572	수면에서	수면/NNG + 에서/JKB
BTHO0397-00056573	수면	수면/NNG
BTHO0397-00056574	제	제/XPN
BTHO0397-00056575	3	3/SN
BTHO0397-00056576	단계	단계/NNG
BTHO0397-00056577	및	및/MAG
BTHO0397-00056578	제	제/XPN
BTHO0397-00056579	4	4/SN
BTHO0397-00056580	단계가	단계/NNG + 가/JKS
BTHO0397-00056581	감소한다.	감소/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056582	또	또/MAG
BTHO0397-00056583	다른	다른/MM
BTHO0397-00056584	소견으로는	소견/NNG + 으로/JKB + 는/JX
BTHO0397-00056585	일중	일중/NNG
BTHO0397-00056586	낮잠	낮잠/NNG
BTHO0397-00056587	상황에서	상황/NNG + 에서/JKB
BTHO0397-00056588	반복하여	반복/NNG + 하/XSV + 아/EC
BTHO0397-00056589	측정한	측정/NNG + 하/XSV + ᆫ/ETM
BTHO0397-00056590	수면	수면/NNG
BTHO0397-00056591	잠복기	잠복기/NNG
BTHO0397-00056592	(sleep	(/SS + sleep/SL
BTHO0397-00056593	latency)는	latency/SL + )/SS + 는/JX
BTHO0397-00056594	크게	크/VA + 게/EC
BTHO0397-00056595	감소한다.	감소/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0397-00056596	그래서	그래서/MAJ
BTHO0397-00056597	발작성	발작/NNG + 성/XSN
BTHO0397-00056598	수면은	수면/NNG + 은/JX
BTHO0397-00056599	다만	다만/MAG
BTHO0397-00056600	과도	과도/NNG
BTHO0397-00056601	일중	일중/NNG
BTHO0397-00056602	기면증	기면증/NNG
BTHO0397-00056603	(excessive	(/SS + excessive/SL
BTHO0397-00056604	diurnal	diurnal/SL
BTHO0397-00056605	sleepiness)「본태성	sleepiness/SL + )/SS + 「/SS + 본태/NNG + 성/XSN
BTHO0397-00056606	주간	주간/NNG
BTHO0397-00056607	기면;	기면/NNG + ;/SP
BTHO0397-00056608	essential	essential/SL
BTHO0397-00056609	daytime	daytime/SL
BTHO0397-00056610	drowsiness」이나	drowsiness/SL + 」/SS + 이나/JC
BTHO0397-00056611	또는	또는/MAG
BTHO0397-00056612	REM	REM/SL
BTHO0397-00056613	수면	수면/NNG
BTHO0397-00056614	장애일	장애/NNG + 이/VCP + ᆯ/ETM
BTHO0397-00056615	뿐만	뿐/JX + 만/JX
BTHO0397-00056616	아니라	아니/VCN + 라/EC
BTHO0397-00056617	수면-각성	수면/NNG + -/SS + 각성/NNG
BTHO0397-00056618	기능	기능/NNG
BTHO0397-00056619	(sleep-wake	(/SS + sleep/SL + -/SS + wake/SL
BTHO0397-00056620	functions)의	functions/SL + )/SS + 의/JKG
BTHO0397-00056621	전반적	전반/NNG + 적/XSN
BTHO0397-00056622	해체상태	해체/NNG + 상태/NNG
BTHO0397-00056623	(generalized	(/SS + generalized/SL
BTHO0397-00056624	disorganiza'tion)인	disorganiza/SL + '/SW + tion/SL + )/SS + 이/VCP + ᆫ/ETM
BTHO0397-00056625	것이다.	것/NNB + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0397-00056626	반복적	반복/NNG + 적/XSN
BTHO0397-00056627	주간	주간/NNG
BTHO0397-00056628	기면증의	기면증/NNG + 의/JKG
BTHO0397-00056629	매우	매우/MAG
BTHO0397-00056630	심각한	심각/XR + 하/XSA + ᆫ/ETM
BTHO0397-00056631	형태로는	형태/NNG + 로/JKB + 는/JX
BTHO0397-00056632	독립성	독립/NNG + 성/XSN
BTHO0397-00056633	발작성	발작/NNG + 성/XSN
BTHO0397-00056634	수면	수면/NNG
BTHO0397-00056635	(independent	(/SS + independent/SL
BTHO0397-00056636	narcolepsy)	narcolepsy/SL + )/SS
BTHO0397-00056637	혹은	혹은/MAG
BTHO0397-00056638	본태성	본태/NNG + 성/XSN
BTHO0397-00056639	발작성	발작/NNG + 성/XSN
BTHO0397-00056640	수면	수면/NNG
BTHO0397-00056641	(essential	(/SS + essential/SL
BTHO0397-00056642	narcolepsy)이	narcolepsy/SL + )/SS + 이/JKS
BTHO0397-00056643	있으며,	있/VV + 으며/EC + ,/SP
BTHO0397-00056644	이는	이/NP + 는/JX
BTHO0397-00056645	발작성	발작/NNG + 성/XSN
BTHO0397-00056646	수면	수면/NNG
BTHO0397-00056647	증후군의	증후군/NNG + 의/JKG
BTHO0397-00056648	특징적인	특징/NNG + 적/XSN + 이/VCP + ᆫ/ETM
BTHO0397-00056649	증상인	증상/NNG + 이/VCP + ᆫ/ETM
