<head>
BTHO0394-00000003	문제의	문제/NNG + 의/JKG
BTHO0394-00015675	프로그램에	프로그램/NNG + 에/JKB
BTHO0394-00015676	참여하는	참여/NNG + 하/XSV + 는/ETM
BTHO0394-00015677	경우	경우/NNG
BTHO0394-00015678	연구비	연구비/NNG
BTHO0394-00015679	중	중/NNB
BTHO0394-00015680	대학당국이	대학/NNG + 당국/NNG + 이/JKS
BTHO0394-00015681	지출하지	지출/NNG + 하/XSV + 지/EC
BTHO0394-00015682	않고	않/VX + 고/EC
BTHO0394-00015683	연구자	연구자/NNG
BTHO0394-00015684	개인이	개인/NNG + 이/JKS
BTHO0394-00015685	지출하는	지출/NNG + 하/XSV + 는/ETM
BTHO0394-00015686	연구비에	연구비/NNG + 에/JKB
BTHO0394-00015687	대해서는	대하/VV + 아서/EC + 는/JX
BTHO0394-00015688	정부가	정부/NNG + 가/JKS
BTHO0394-00015689	발행하는	발행/NNG + 하/XSV + 는/ETM
BTHO0394-00015690	카드를	카드/NNG + 를/JKO
BTHO0394-00015691	사용하도록	사용/NNG + 하/XSV + 도록/EC
BTHO0394-00015692	요구하는	요구/NNG + 하/XSV + 는/ETM
BTHO0394-00015693	제도이다.	제도/NNG + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0394-00015694	이에	이/NP + 에/JKB
BTHO0394-00015695	대해	대하/VV + 아/EC
BTHO0394-00015696	많은	많/VA + 은/ETM
BTHO0394-00015697	연구자들이	연구자/NNG + 들/XSN + 이/JKS
BTHO0394-00015698	카드의	카드/NNG + 의/JKG
BTHO0394-00015699	발급	발급/NNG
BTHO0394-00015700	및	및/MAG
BTHO0394-00015701	연구비	연구비/NNG
BTHO0394-00015702	사용내역의	사용/NNG + 내역/NNG + 의/JKG
BTHO0394-00015703	정리에	정리/NNG + 에/JKB
BTHO0394-00015704	대한	대하/VV + ᆫ/ETM
BTHO0394-00015705	행정적	행정/NNG + 적/XSN
BTHO0394-00015706	부담이	부담/NNG + 이/JKS
BTHO0394-00015707	증대되었다며	증대/NNG + 되/XSV + 었/EP + 다며/EC
BTHO0394-00015708	이에	이/NP + 에/JKB
BTHO0394-00015709	대한	대하/VV + ᆫ/ETM
BTHO0394-00015710	개선을	개선/NNG + 을/JKO
BTHO0394-00015711	요구하고	요구/NNG + 하/XSV + 고/EC
BTHO0394-00015712	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00015713	또	또/MAG
BTHO0394-00015714	일부	일부/NNG
BTHO0394-00015715	연구자들은	연구자/NNG + 들/XSN + 은/JX
BTHO0394-00015716	연구비카드제가	연구비/NNG + 카드/NNG + 제/XSN + 가/JKS
BTHO0394-00015717	연구자들을	연구자/NNG + 들/XSN + 을/JKO
BTHO0394-00015718	모두	모두/MAG
BTHO0394-00015719	'연구비를	'/SS + 연구비/NNG + 를/JKO
BTHO0394-00015720	유용하는'	유용/NNG + 하/XSA + 는/ETM + '/SS
BTHO0394-00015721	비양심적인	비/XPN + 양심/NNG + 적/XSN + 이/VCP + ᆫ/ETM
BTHO0394-00015722	연구자로	연구자/NNG + 로/JKB
BTHO0394-00015723	취급한다면서	취급/NNG + 하/XSV + ᆫ다면서/EC
BTHO0394-00015724	언짢은	언짢/VA + 은/ETM
BTHO0394-00015725	심기를	심기/NNG + 를/JKO
BTHO0394-00015726	토로하고	토로/NNG + 하/XSV + 고/EC
BTHO0394-00015727	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00015728	그러나,	그러나/MAJ + ,/SP
BTHO0394-00015729	일부이기는	일부/NNG + 이/VCP + 기/ETN + 는/JX
BTHO0394-00015730	하더라도	하/VX + 더라도/EC
BTHO0394-00015731	연구비를	연구비/NNG + 를/JKO
BTHO0394-00015732	본래의	본래/NNG + 의/JKG
BTHO0394-00015733	목적이	목적/NNG + 이/JKC
BTHO0394-00015734	아닌	아니/VCN + ᆫ/ETM
BTHO0394-00015735	사적인	사/NNG + 적/XSN + 이/VCP + ᆫ/ETM
BTHO0394-00015736	용도로	용도/NNG + 로/JKB
BTHO0394-00015737	유용한	유용/NNG + 하/XSA + ᆫ/ETM
BTHO0394-00015738	일부	일부/NNG
BTHO0394-00015739	연구자의	연구자/NNG + 의/JKG
BTHO0394-00015740	잘못된	잘못/MAG + 되/XSV + ᆫ/ETM
BTHO0394-00015741	행동이	행동/NNG + 이/JKS
BTHO0394-00015742	연구비카드제도의	연구비/NNG + 카드/NNG + 제도/NNG + 의/JKG
BTHO0394-00015743	도입	도입/NNG
BTHO0394-00015744	이유	이유/NNG
BTHO0394-00015745	중	중/NNB
BTHO0394-00015746	하나라는	하나/NR + 이/VCP + 라는/ETM
BTHO0394-00015747	점을	점/NNG + 을/JKO
BTHO0394-00015748	부인할	부인/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00015749	수는	수/NNB + 는/JX
BTHO0394-00015750	없을	없/VA + 을/ETM
BTHO0394-00015751	것이다.	것/NNB + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0394-00015752	국민이	국민/NNG + 이/JKS
BTHO0394-00015753	낸	내/VV + ᆫ/ETM
BTHO0394-00015754	세금으로	세금/NNG + 으로/JKB
BTHO0394-00015755	조성된	조성/NNG + 되/XSV + ᆫ/ETM
BTHO0394-00015756	국가	국가/NNG
BTHO0394-00015757	예산에서	예산/NNG + 에서/JKB
BTHO0394-00015758	지원하는	지원/NNG + 하/XSV + 는/ETM
BTHO0394-00015759	연구비든지	연구비/NNG + 이/VCP + 든지/EC
BTHO0394-00015760	또는	또는/MAG
BTHO0394-00015761	기업이	기업/NNG + 이/JKS
BTHO0394-00015762	애써서	애쓰/VV + 어서/EC
BTHO0394-00015763	벌어들은	벌/VV + 어/EC + 들/VX + 은/ETM
BTHO0394-00015764	수입으로	수입/NNG + 으로/JKB
BTHO0394-00015765	지원하는	지원/NNG + 하/XSV + 는/ETM
BTHO0394-00015766	연구비든지	연구비/NNG + 이/VCP + 든지/EC
BTHO0394-00015767	간에	간/NNB + 에/JKB
BTHO0394-00015768	연구가	연구/NNG + 가/JKS
BTHO0394-00015769	시작되는	시작/NNG + 되/XSV + 는/ETM
BTHO0394-00015770	단계에서	단계/NNG + 에서/JKB
BTHO0394-00015771	연구자는	연구자/NNG + 는/JX
BTHO0394-00015772	성실하게	성실/NNG + 하/XSA + 게/EC
BTHO0394-00015773	연구를	연구/NNG + 를/JKO
BTHO0394-00015774	수행할	수행/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00015775	것이라는	것/NNB + 이/VCP + 라는/ETM
BTHO0394-00015776	점을	점/NNG + 을/JKO
BTHO0394-00015777	약속한다.	약속/NNG + 하/XSV + ᆫ다/EF + ./SF
</p>
<p>
BTHO0394-00015778	연구자는	연구자/NNG + 는/JX
BTHO0394-00015779	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0394-00015780	약속을	약속/NNG + 을/JKO
BTHO0394-00015781	귀중하게	귀중/XR + 하/XSA + 게/EC
BTHO0394-00015782	여기고	여기/VV + 고/EC
BTHO0394-00015783	자신이	자신/NNG + 이/JKS
BTHO0394-00015784	한	한/MM
BTHO0394-00015785	약속에	약속/NNG + 에/JKB
BTHO0394-00015786	대해	대하/VV + 아/EC
BTHO0394-00015787	책임을	책임/NNG + 을/JKO
BTHO0394-00015788	져야한다.	지/VX + 어야/EC + 하/VX + ᆫ다/EF + ./SF
</p>
<p>
BTHO0394-00015789	연구자에	연구자/NNG + 에/JKB
BTHO0394-00015790	대한	대하/VV + ᆫ/ETM
BTHO0394-00015791	신뢰가	신뢰/NNG + 가/JKS
BTHO0394-00015792	유지될	유지/NNG + 되/XSV + ᆯ/ETM
BTHO0394-00015793	때,	때/NNG + ,/SP
BTHO0394-00015794	각종	각종/NNG
BTHO0394-00015795	규제가	규제/NNG + 가/JKS
BTHO0394-00015796	불필요하다는	불/XPN + 필요/NNG + 하/XSA + 다는/ETM
BTHO0394-00015797	의견이	의견/NNG + 이/JKS
BTHO0394-00015798	설득력을	설득력/NNG + 을/JKO
BTHO0394-00015799	가질	가지/VV + ᆯ/ETM
BTHO0394-00015800	수	수/NNB
BTHO0394-00015801	있는	있/VV + 는/ETM
BTHO0394-00015802	것이다.	것/NNB + 이/VCP + 다/EF + ./SF
</p>
<head>
BTHO0394-00015803	제	제/XPN
BTHO0394-00015804	12	12/SN
BTHO0394-00015805	장	장/NNP
</head>
<head>
BTHO0394-00015806	맺음말	맺음말/NNG
</head>
<p>
BTHO0394-00015807	이제까지	이제/NNG + 까지/JX
BTHO0394-00015808	우리는	우리/NP + 는/JX
BTHO0394-00015809	미국의	미국/NNP + 의/JKG
BTHO0394-00015810	대학이	대학/NNG + 이/JKS
BTHO0394-00015811	왜	왜/MAG
BTHO0394-00015812	세계적	세계/NNG + 적/XSN
BTHO0394-00015813	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00015814	가지고	가지/VV + 고/EC
BTHO0394-00015815	있는지에	있/VX + 는지/EC + 에/JKB
BTHO0394-00015816	대해	대하/VV + 아/EC
BTHO0394-00015817	살펴보았다.	살펴보/VV + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00015818	특히,	특히/MAG + ,/SP
BTHO0394-00015819	미국대학이	미국/NNP + 대학/NNG + 이/JKS
BTHO0394-00015820	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00015821	갖는	갖/VV + 는/ETM
BTHO0394-00015822	이유를	이유/NNG + 를/JKO
BTHO0394-00015823	동기와	동기/NNG + 와/JC
BTHO0394-00015824	제도	제도/NNG
BTHO0394-00015825	측면에서	측면/NNG + 에서/JKB
BTHO0394-00015826	다각적으로	다각/NNG + 적/XSN + 으로/JKB
BTHO0394-00015827	접근함으로써	접근/NNG + 하/XSV + ᄆ/ETN + 으로써/JKB
BTHO0394-00015828	그동안	그동안/NNG
BTHO0394-00015829	단편적으로	단편/NNG + 적/XSN + 으로/JKB
BTHO0394-00015830	이해되던	이해/NNG + 되/XSV + 던/ETM
BTHO0394-00015831	부분들을	부분/NNG + 들/XSN + 을/JKO
BTHO0394-00015832	하나의	하나/NR + 의/JKG
BTHO0394-00015833	시스템적	시스템/NNG + 적/XSN
BTHO0394-00015834	관점에서	관점/NNG + 에서/JKB
BTHO0394-00015835	분석하여	분석/NNG + 하/XSV + 아/EC
BTHO0394-00015836	이를	이/NP + 를/JKO
BTHO0394-00015837	체계화하고자	체계/NNG + 화/XSN + 하/XSV + 고자/EC
BTHO0394-00015838	노력하였다.	노력/NNG + 하/XSV + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00015839	아울러,	아울러/MAG + ,/SP
BTHO0394-00015840	이를	이/NP + 를/JKO
BTHO0394-00015841	토대로	토대/NNG + 로/JKB
BTHO0394-00015842	우리나라가	우리나라/NNG + 가/JKS
BTHO0394-00015843	갖는	갖/VV + 는/ETM
BTHO0394-00015844	경제,	경제/NNG + ,/SP
BTHO0394-00015845	사회,	사회/NNG + ,/SP
BTHO0394-00015846	문화적	문화/NNG + 적/XSN
BTHO0394-00015847	환경	환경/NNG
BTHO0394-00015848	하에서	하/NNG + 에서/JKB
BTHO0394-00015849	우리나라	우리나라/NNG
BTHO0394-00015850	이공계	이공/NNG + 계/XSN
BTHO0394-00015851	대학의	대학/NNG + 의/JKG
BTHO0394-00015852	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00015853	배양할	배양/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00015854	수	수/NNB
BTHO0394-00015855	있는	있/VV + 는/ETM
BTHO0394-00015856	동기부여	동기/NNG + 부여/NNG
BTHO0394-00015857	방안과	방안/NNG + 과/JC
BTHO0394-00015858	이를	이/NP + 를/JKO
BTHO0394-00015859	촉진하는	촉진/NNG + 하/XSV + 는/ETM
BTHO0394-00015860	제도적	제도/NNG + 적/XSN
BTHO0394-00015861	방안들에	방안/NNG + 들/XSN + 에/JKB
BTHO0394-00015862	대해	대하/VV + 아/EC
BTHO0394-00015863	살펴보았다.	살펴보/VV + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00015864	「그림	「/SS + 그림/NNG
BTHO0394-00015865	12-1」은	12/SN + -/SS + 1/SN + 」/SS + 은/JX
BTHO0394-00015866	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0394-00015867	관점에서	관점/NNG + 에서/JKB
BTHO0394-00015868	미국	미국/NNP
BTHO0394-00015869	대학이	대학/NNG + 이/JKS
BTHO0394-00015870	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00015871	가지게	가지/VV + 게/EC
BTHO0394-00015872	된	되/VV + ᆫ/ETM
BTHO0394-00015873	시스템적	시스템/NNG + 적/XSN
BTHO0394-00015874	요인을	요인/NNG + 을/JKO
BTHO0394-00015875	정리하여	정리/NNG + 하/XSV + 아/EC
BTHO0394-00015876	본	보/VX + ᆫ/ETM
BTHO0394-00015877	것이다.	것/NNB + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0394-00015878	미국	미국/NNP
BTHO0394-00015879	대학은	대학/NNG + 은/JX
BTHO0394-00015880	대학	대학/NNG
BTHO0394-00015881	간	간/NNB
BTHO0394-00015882	치열한	치열/NNG + 하/XSA + ᆫ/ETM
BTHO0394-00015883	경쟁을	경쟁/NNG + 을/JKO
BTHO0394-00015884	벌이고	벌이/VV + 고/EC
BTHO0394-00015885	있으며,	있/VX + 으며/EC + ,/SP
BTHO0394-00015886	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0394-00015887	경쟁은	경쟁/NNG + 은/JX
BTHO0394-00015888	교수들	교수/NNG + 들/XSN
BTHO0394-00015889	간의	간/NNB + 의/JKG
BTHO0394-00015890	경쟁으로	경쟁/NNG + 으로/JKB
BTHO0394-00015891	연결되고	연결/NNG + 되/XSV + 고/EC
BTHO0394-00015892	있고	있/VX + 고/EC
BTHO0394-00015893	간접비가	간접비/NNG + 가/JKS
BTHO0394-00015894	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0394-00015895	경쟁을	경쟁/NNG + 을/JKO
BTHO0394-00015896	조장하고	조장/NNG + 하/XSV + 고/EC
BTHO0394-00015897	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00015898	아울러,	아울러/MAG + ,/SP
BTHO0394-00015899	대학간의	대학/NNG + 간/NNB + 의/JKG
BTHO0394-00015900	경쟁,	경쟁/NNG + ,/SP
BTHO0394-00015901	교수들	교수/NNG + 들/XSN
BTHO0394-00015902	간의	간/NNB + 의/JKG
BTHO0394-00015903	경쟁을	경쟁/NNG + 을/JKO
BTHO0394-00015904	연방정부는	연방/NNG + 정부/NNG + 는/JX
BTHO0394-00015905	연구비	연구비/NNG
BTHO0394-00015906	지원과정에서	지원/NNG + 과정/NNG + 에서/JKB
BTHO0394-00015907	'사용을	'/SS + 사용/NNG + 을/JKO
BTHO0394-00015908	고려한	고려/NNG + 하/XSV + ᆫ/ETM
BTHO0394-00015909	기초연구(use-inspired	기초/NNG + 연구/NNG + (/SS + use/SL + -/SS + inspired/SL
BTHO0394-00015910	basic	basic/SL
BTHO0394-00015911	research)'로	research/SL + )/SS + '/SS + 로/JKB
BTHO0394-00015912	유도함으로써	유도/NNG + 하/XSV + ᄆ/ETN + 으로써/JKB
BTHO0394-00015913	창의적이고	창의/NNG + 적/XSN + 이/VCP + 고/EC
BTHO0394-00015914	또	또/MAG
BTHO0394-00015915	미래에	미래/NNG + 에/JKB
BTHO0394-00015916	사회적	사회/NNG + 적/XSN
BTHO0394-00015917	활용도가	활용/NNG + 도/NNG + 가/JKS
BTHO0394-00015918	높은	높/VA + 은/ETM
BTHO0394-00015919	연구가	연구/NNG + 가/JKS
BTHO0394-00015920	이루어지도록	이루어지/VV + 도록/EC
BTHO0394-00015921	하고	하/VX + 고/EC
BTHO0394-00015922	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00015923	치열한	치열/NNG + 하/XSA + ᆫ/ETM
BTHO0394-00015924	경쟁과	경쟁/NNG + 과/JC
BTHO0394-00015925	연방정부의	연방/NNG + 정부/NNG + 의/JKG
BTHO0394-00015926	연구비지원은	연구비/NNG + 지원/NNG + 은/JX
BTHO0394-00015927	대학의	대학/NNG + 의/JKG
BTHO0394-00015928	특성화를	특성/NNG + 화/XSN + 를/JKO
BTHO0394-00015929	유도하였으며,	유도/NNG + 하/XSV + 았/EP + 으며/EC + ,/SP
BTHO0394-00015930	대학은	대학/NNG + 은/JX
BTHO0394-00015931	이에	이/NP + 에/JKB
BTHO0394-00015932	대응하여	대응/NNG + 하/XSV + 아/EC
BTHO0394-00015933	자율성을	자율/NNG + 성/XSN + 을/JKO
BTHO0394-00015934	가지고	가지/VV + 고/EC
BTHO0394-00015935	자신에게	자신/NNG + 에게/JKB
BTHO0394-00015936	가장	가장/MAG
BTHO0394-00015937	경쟁력이	경쟁력/NNG + 이/JKS
BTHO0394-00015938	있는	있/VV + 는/ETM
BTHO0394-00015939	방향으로	방향/NNG + 으로/JKB
BTHO0394-00015940	특성화를	특성/NNG + 화/XSN + 를/JKO
BTHO0394-00015941	추진하였다.	추진/NNG + 하/XSV + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00015942	아울러,	아울러/MAG + ,/SP
BTHO0394-00015943	주립대학에	주립/NNG + 대학/NNG + 에/JKB
BTHO0394-00015944	대한	대하/VV + ᆫ/ETM
BTHO0394-00015945	주정부의	주/NNG + 정부/NNG + 의/JKG
BTHO0394-00015946	지원은	지원/NNG + 은/JX
BTHO0394-00015947	주립대학으로	주립/NNG + 대학/NNG + 으로/JKB
BTHO0394-00015948	하여금	하여금/MAG
BTHO0394-00015949	지역사회의	지역/NNG + 사회/NNG + 의/JKG
BTHO0394-00015950	발전을	발전/NNG + 을/JKO
BTHO0394-00015951	위해	위하/VV + 아/EC
BTHO0394-00015952	적극적으로	적극/NNG + 적/XSN + 으로/JKB
BTHO0394-00015953	활동하도록	활동/NNG + 하/XSV + 도록/EC
BTHO0394-00015954	하는	하/VX + 는/ETM
BTHO0394-00015955	기반이	기반/NNG + 이/JKC
BTHO0394-00015956	되고	되/VV + 고/EC
BTHO0394-00015957	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00015958	이에	이/NP + 에/JKB
BTHO0394-00015959	비하여	비하/VV + 아/EC
BTHO0394-00015960	우리나라	우리나라/NNG
BTHO0394-00015961	대학들은	대학/NNG + 들/XSN + 은/JX
BTHO0394-00015962	미국	미국/NNP
BTHO0394-00015963	대학이	대학/NNG + 이/JKS
BTHO0394-00015964	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00015965	유지하도록	유지/NNG + 하/XSV + 도록/EC
BTHO0394-00015966	하는	하/VX + 는/ETM
BTHO0394-00015967	요소들과	요소/NNG + 들/XSN + 과/JC
BTHO0394-00015968	상반되는	상반/NNG + 되/XSV + 는/ETM
BTHO0394-00015969	요소들을	요소/NNG + 들/XSN + 을/JKO
BTHO0394-00015970	거의	거의/MAG
BTHO0394-00015971	모두	모두/MAG
BTHO0394-00015972	가지고	가지/VV + 고/EC
BTHO0394-00015973	있다.	있/VX + 다/EF + ./SF
</p>
<p>
BTHO0394-00015974	대학간의	대학/NNG + 간/NNB + 의/JKG
BTHO0394-00015975	경쟁이	경쟁/NNG + 이/JKS
BTHO0394-00015976	제대로	제대로/MAG
BTHO0394-00015977	이루어지지	이루어지/VV + 지/EC
BTHO0394-00015978	않고	않/VX + 고/EC
BTHO0394-00015979	있으며,	있/VX + 으며/EC + ,/SP
BTHO0394-00015980	이러한	이러/XR + 하/XSA + ᆫ/ETM
BTHO0394-00015981	경쟁의	경쟁/NNG + 의/JKG
BTHO0394-00015982	부재와	부재/NNG + 와/JKB
BTHO0394-00015983	함께	함께/MAG
BTHO0394-00015984	경쟁을	경쟁/NNG + 을/JKO
BTHO0394-00015985	야기하는	야기/NNG + 하/XSV + 는/ETM
BTHO0394-00015986	동기요인도	동기/NNG + 요인/NNG + 도/JX
BTHO0394-00015987	크게	크/VA + 게/EC
BTHO0394-00015988	부족한	부족/NNG + 하/XSA + ᆫ/ETM
BTHO0394-00015989	실정이다.	실정/NNG + 이/VCP + 다/EF + ./SF
</p>
<p>
BTHO0394-00015990	정부는	정부/NNG + 는/JX
BTHO0394-00015991	이제까지의	이제/NNG + 까지/JX + 의/JKG
BTHO0394-00015992	경제성장을	경제/NNG + 성장/NNG + 을/JKO
BTHO0394-00015993	뒷받침하기	뒷받침/NNG + 하/XSV + 기/ETN
BTHO0394-00015994	위해	위하/VV + 아/EC
BTHO0394-00015995	응용연구와	응용/NNG + 연구/NNG + 와/JC
BTHO0394-00015996	개발에	개발/NNG + 에/JKB
BTHO0394-00015997	치중하였으며,	치중/NNG + 하/XSV + 았/EP + 으며/EC + ,/SP
BTHO0394-00015998	이에	이/NP + 에/JKB
BTHO0394-00015999	따라	따르/VV + 아/EC
BTHO0394-00016000	대학에서	대학/NNG + 에서/JKB
BTHO0394-00016001	수행되는	수행/NNG + 되/XSV + 는/ETM
BTHO0394-00016002	연구는	연구/NNG + 는/JX
BTHO0394-00016003	창의적인	창의/NNG + 적/XSN + 이/VCP + ᆫ/ETM
BTHO0394-00016004	연구이기보다는	연구/NNG + 이/VCP + 기/ETN + 보다/JKB + 는/JX
BTHO0394-00016005	눈앞의	눈앞/NNG + 의/JKG
BTHO0394-00016006	활용을	활용/NNG + 을/JKO
BTHO0394-00016007	염두에	염두/NNG + 에/JKB
BTHO0394-00016008	둔	두/VV + ᆫ/ETM
BTHO0394-00016009	응용중심이	응용/NNG + 중심/NNG + 이/JKC
BTHO0394-00016010	됨으로써	되/VV + ᄆ/ETN + 으로써/JKB
BTHO0394-00016011	수준	수준/NNG
BTHO0394-00016012	높은	높/VA + 은/ETM
BTHO0394-00016013	연구가	연구/NNG + 가/JKS
BTHO0394-00016014	이루어지지	이루어지/VV + 지/EC
BTHO0394-00016015	못했고,	못하/VX + 았/EP + 고/EC + ,/SP
BTHO0394-00016016	수준	수준/NNG
BTHO0394-00016017	높은	높/VA + 은/ETM
BTHO0394-00016018	연구에	연구/NNG + 에/JKB
BTHO0394-00016019	참여할	참여/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00016020	기회가	기회/NNG + 가/JKS
BTHO0394-00016021	적은	적/VA + 은/ETM
BTHO0394-00016022	국내의	국내/NNG + 의/JKG
BTHO0394-00016023	석,	석/NNG + ,/SP
BTHO0394-00016024	박사급	박사/NNG + 급/NNG
BTHO0394-00016025	인력도	인력/NNG + 도/JX
BTHO0394-00016026	외국	외국/NNG
BTHO0394-00016027	학위	학위/NNG
BTHO0394-00016028	취득자에	취득자/NNG + 에/JKB
BTHO0394-00016029	비해	비하/VV + 아/EC
BTHO0394-00016030	홀대받을	홀대/NNG + 받/VV + 을/ETM
BTHO0394-00016031	수밖에	수/NNB + 밖에/JX
BTHO0394-00016032	없었다.	없/VA + 었/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00016033	아울러,	아울러/MAG + ,/SP
BTHO0394-00016034	중앙정부는	중앙/NNG + 정부/NNG + 는/JX
BTHO0394-00016035	많은	많/VA + 은/ETM
BTHO0394-00016036	사항들에	사항/NNG + 들/XSN + 에/JKB
BTHO0394-00016037	대해	대하/VV + 아/EC
BTHO0394-00016038	직접적으로	직접/NNG + 적/XSN + 으로/JKB
BTHO0394-00016039	대학에	대학/NNG + 에/JKB
BTHO0394-00016040	대한	대하/VV + ᆫ/ETM
BTHO0394-00016041	통제와	통제/NNG + 와/JC
BTHO0394-00016042	관리를	관리/NNG + 를/JKO
BTHO0394-00016043	행함으로써	행하/VV + ᄆ/ETN + 으로써/JKB
BTHO0394-00016044	대학이	대학/NNG + 이/JKS
BTHO0394-00016045	스스로	스스로/MAG
BTHO0394-00016046	운신할	운신/NNG + 하/XSV + ᆯ/ETM
BTHO0394-00016047	수	수/NNB
BTHO0394-00016048	있는	있/VV + 는/ETM
BTHO0394-00016049	폭을	폭/NNG + 을/JKO
BTHO0394-00016050	좁게	좁/VA + 게/EC
BTHO0394-00016051	하였으며,	하/VV + 았/EP + 으며/EC + ,/SP
BTHO0394-00016052	이에	이/NP + 에/JKB
BTHO0394-00016053	따라	따르/VV + 아/EC
BTHO0394-00016054	대학에는	대학/NNG + 에/JKB + 는/JX
BTHO0394-00016055	타율에	타율/NNG + 에/JKB
BTHO0394-00016056	의한	의하/VV + ᆫ/ETM
BTHO0394-00016057	비효율이	비/XPN + 효율/NNG + 이/JKS
BTHO0394-00016058	팽배하여왔다.	팽배/NNG + 하/XSV + 아/EC + 오/VX + 았/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00016059	또한,	또한/MAG + ,/SP
BTHO0394-00016060	지역의	지역/NNG + 의/JKG
BTHO0394-00016061	발전을	발전/NNG + 을/JKO
BTHO0394-00016062	선도해야	선도/NNG + 하/XSV + 아야/EC
BTHO0394-00016063	할	하/VX + ᆯ/ETM
BTHO0394-00016064	국립대학들은	국립대학/NNG + 들/XSN + 은/JX
BTHO0394-00016065	획일적인	획일/XR + 적/XSN + 이/VCP + ᆫ/ETM
BTHO0394-00016066	모습을	모습/NNG + 을/JKO
BTHO0394-00016067	견지함으로써	견지/NNG + 하/XSV + ᄆ/ETN + 으로써/JKB
BTHO0394-00016068	지역사회의	지역/NNG + 사회/NNG + 의/JKG
BTHO0394-00016069	수요	수요/NNG
BTHO0394-00016070	반영에	반영/NNG + 에/JKB
BTHO0394-00016071	소극적이었다.	소극/NNG + 적/XSN + 이/VCP + 었/EP + 다/EF + ./SF
</p>
<p>
BTHO0394-00016072	위에서	위/NNG + 에서/JKB
BTHO0394-00016073	살펴본	살펴보/VV + ᆫ/ETM
BTHO0394-00016074	바와	바/NNB + 와/JKB
BTHO0394-00016075	같이,	같이/MAG + ,/SP
BTHO0394-00016076	미국	미국/NNP
BTHO0394-00016077	대학이	대학/NNG + 이/JKS
BTHO0394-00016078	경쟁력을	경쟁력/NNG + 을/JKO
BTHO0394-00016079	갖는	갖/VV + 는/ETM
BTHO0394-00016080	다양한	다양/NNG + 하/XSA + ᆫ/ETM
BTHO0394-00016081	요소들은	요소/NNG + 들/XSN + 은/JX
BTHO0394-00016082	미국	미국/NNP
BTHO0394-00016083	대학	대학/NNG
BTHO0394-00016084	시스템을	시스템/NNG + 을/JKO
BTHO0394-00016085	둘러싼	둘러싸/VV + ᆫ/ETM
BTHO0394-00016086	경제,	경제/NNG + ,/SP
BTHO0394-00016087	사회적	사회/NNG + 적/XSN
